City,Date,Year,Month,DAY,pm2_5,pm10,no2,so2,co,AQI,AQI Status,Health Risk
Delhi,2024-12-16,2024,12,16,24,119,56,38,1.79,58,Moderate,12
Delhi,2024-12-17,2024,12,17,138,237,52,14,0.44,150,Poor,30
Delhi,2024-12-18,2024,12,18,164,199,17,16,0.64,145,Poor,29
Delhi,2024-12-19,2024,12,19,20,48,40,20,2.14,32,Good,6
Delhi,2024-12-20,2024,12,20,88,202,71,32,0.73,118,Poor,24
Delhi,2024-12-21,2024,12,21,211,290,72,13,2.22,206,Very Poor,41
Delhi,2024-12-22,2024,12,22,108,165,22,13,0.59,107,Poor,21
Delhi,2024-12-23,2024,12,23,178,292,84,8,1.77,193,Poor,39
Delhi,2024-12-24,2024,12,24,121,240,13,23,2.1,135,Poor,27
Delhi,2024-12-25,2024,12,25,101,123,32,23,2.22,93,Moderate,19
Delhi,2024-12-26,2024,12,26,148,245,63,11,0.41,160,Poor,32
Delhi,2024-12-27,2024,12,27,162,236,85,11,1.58,168,Poor,34
Delhi,2024-12-28,2024,12,28,112,210,42,36,1.18,127,Poor,25
Delhi,2024-12-29,2024,12,29,121,220,20,39,0.75,130,Poor,26
Delhi,2024-12-30,2024,12,30,284,296,35,12,1.49,237,Very Poor,47
Delhi,2024-12-31,2024,12,31,136,238,35,29,1.2,146,Poor,29
Mumbai,2024-01-01,2024,1,1,247,271,52,27,2.11,215,Very Poor,43
Mumbai,2024-01-02,2024,1,2,40,72,89,19,0.91,59,Moderate,12
Mumbai,2024-01-03,2024,1,3,222,282,24,8,2.36,200,Poor,40
Mumbai,2024-01-04,2024,1,4,294,337,87,8,0.94,265,Very Poor,53
Mumbai,2024-01-05,2024,1,5,71,190,36,33,2.09,99,Moderate,20
Mumbai,2024-01-06,2024,1,6,155,180,45,34,1.9,140,Poor,28
Mumbai,2024-01-07,2024,1,7,96,109,84,11,1.83,97,Moderate,19
Mumbai,2024-01-08,2024,1,8,93,141,22,35,1.89,93,Moderate,19
Mumbai,2024-01-09,2024,1,9,260,311,70,24,1.42,237,Very Poor,47
Mumbai,2024-01-10,2024,1,10,282,345,10,17,1.66,246,Very Poor,49
Mumbai,2024-01-11,2024,1,11,137,167,18,30,0.85,122,Poor,24
Mumbai,2024-01-12,2024,1,12,29,126,51,12,2.02,62,Moderate,12
Mumbai,2024-01-13,2024,1,13,68,103,46,8,0.98,74,Moderate,15
Mumbai,2024-01-14,2024,1,14,38,147,69,14,2.1,76,Moderate,15
Mumbai,2024-01-15,2024,1,15,183,266,64,9,0.75,184,Poor,37
Mumbai,2024-01-16,2024,1,16,127,234,42,25,0.6,142,Poor,28
Mumbai,2024-01-17,2024,1,17,162,206,80,36,1.74,158,Poor,32
Mumbai,2024-01-18,2024,1,18,97,183,66,29,2.47,116,Poor,23
Mumbai,2024-01-19,2024,1,19,282,376,27,7,1.33,259,Very Poor,52
Mumbai,2024-01-20,2024,1,20,144,192,50,15,2.48,139,Poor,28
Mumbai,2024-01-21,2024,1,21,207,262,28,8,1.92,187,Poor,37
Mumbai,2024-01-22,2024,1,22,61,102,48,37,1.65,70,Moderate,14
Mumbai,2024-01-23,2024,1,23,92,109,79,8,1.33,94,Moderate,19
Mumbai,2024-01-24,2024,1,24,149,218,14,31,1.74,142,Poor,28
Mumbai,2024-01-25,2024,1,25,283,394,81,7,1.52,275,Very Poor,55
Mumbai,2024-01-26,2024,1,26,77,89,79,6,2.49,81,Moderate,16
Mumbai,2024-01-27,2024,1,27,277,388,44,38,1.34,263,Very Poor,53
Mumbai,2024-01-28,2024,1,28,135,152,31,9,0.77,119,Poor,24
Mumbai,2024-01-29,2024,1,29,227,342,71,34,1.35,230,Very Poor,46
Mumbai,2024-01-30,2024,1,30,31,57,25,16,2.46,37,Good,7
Mumbai,2024-01-31,2024,1,31,22,47,39,27,1.24,32,Good,6
Mumbai,2024-02-01,2024,2,1,123,137,74,34,1.49,117,Poor,23
Mumbai,2024-02-02,2024,2,2,250,291,42,20,1.46,220,Very Poor,44
Mumbai,2024-02-03,2024,2,3,245,268,45,37,0.88,211,Very Poor,42
Mumbai,2024-02-04,2024,2,4,256,331,11,31,0.9,229,Very Poor,46
Mumbai,2024-02-05,2024,2,5,199,270,32,30,1.66,186,Poor,37
Mumbai,2024-02-06,2024,2,6,281,325,31,19,2.48,244,Very Poor,49
Mumbai,2024-02-07,2024,2,7,120,235,21,22,1.72,134,Poor,27
Mumbai,2024-02-08,2024,2,8,177,274,39,18,2.09,178,Poor,36
Mumbai,2024-02-09,2024,2,9,26,87,23,13,1.08,43,Good,9
Mumbai,2024-02-10,2024,2,10,182,257,11,39,1.13,170,Poor,34
Mumbai,2024-02-11,2024,2,11,295,386,19,29,1.61,267,Very Poor,53
Mumbai,2024-02-12,2024,2,12,272,335,42,35,1.42,244,Very Poor,49
Mumbai,2024-02-13,2024,2,13,129,218,63,7,2.4,142,Poor,28
Mumbai,2024-02-14,2024,2,14,44,66,17,25,0.45,45,Good,9
Mumbai,2024-02-15,2024,2,15,44,132,77,16,2.43,77,Moderate,15
Mumbai,2024-02-16,2024,2,16,115,216,22,35,1.46,126,Poor,25
Mumbai,2024-02-17,2024,2,17,165,267,69,10,0.4,176,Poor,35
Mumbai,2024-02-18,2024,2,18,62,73,69,27,0.72,66,Moderate,13
Mumbai,2024-02-19,2024,2,19,24,116,43,14,0.84,55,Moderate,11
Mumbai,2024-02-20,2024,2,20,286,345,40,19,2.47,254,Very Poor,51
Mumbai,2024-02-21,2024,2,21,102,120,30,13,2.04,93,Moderate,19
Mumbai,2024-02-22,2024,2,22,282,371,25,37,1.47,257,Very Poor,51
Mumbai,2024-02-23,2024,2,23,122,171,26,33,1.71,117,Poor,23
Mumbai,2024-02-24,2024,2,24,143,190,59,39,1.17,140,Poor,28
Mumbai,2024-02-25,2024,2,25,111,206,23,11,1.94,121,Poor,24
Mumbai,2024-02-26,2024,2,26,105,119,64,6,0.68,100,Moderate,20
Mumbai,2024-02-27,2024,2,27,265,376,88,25,2,262,Very Poor,52
Mumbai,2024-02-28,2024,2,28,84,106,62,22,0.54,86,Moderate,17
Mumbai,2024-02-29,2024,2,29,179,224,69,15,1.35,170,Poor,34
Mumbai,2024-03-01,2024,3,1,275,339,35,8,2.22,246,Very Poor,49
Mumbai,2024-03-02,2024,3,2,131,222,61,33,1.36,144,Poor,29
Mumbai,2024-03-03,2024,3,3,40,91,22,21,1.78,51,Moderate,10
Mumbai,2024-03-04,2024,3,4,148,159,69,33,0.99,135,Poor,27
Mumbai,2024-03-05,2024,3,5,261,328,69,25,2.13,242,Very Poor,48
Mumbai,2024-03-06,2024,3,6,266,309,17,26,1.74,229,Very Poor,46
Mumbai,2024-03-07,2024,3,7,98,124,69,27,1.49,99,Moderate,20
Mumbai,2024-03-08,2024,3,8,88,129,53,5,1.33,93,Moderate,19
Mumbai,2024-03-09,2024,3,9,27,113,81,27,1.9,63,Moderate,13
Mumbai,2024-03-10,2024,3,10,128,188,33,39,0.43,127,Poor,25
Mumbai,2024-03-11,2024,3,11,152,181,30,35,1.02,136,Poor,27
Mumbai,2024-03-12,2024,3,12,158,219,24,23,1.79,149,Poor,30
Mumbai,2024-03-13,2024,3,13,47,107,67,9,1.55,69,Moderate,14
Mumbai,2024-03-14,2024,3,14,27,100,19,36,1.48,47,Good,9
Mumbai,2024-03-15,2024,3,15,242,259,34,13,1.2,205,Very Poor,41
Mumbai,2024-03-16,2024,3,16,68,113,77,18,0.55,83,Moderate,17
Mumbai,2024-03-17,2024,3,17,236,307,19,25,0.66,213,Very Poor,43
Mumbai,2024-03-18,2024,3,18,277,299,62,36,1.97,240,Very Poor,48
Mumbai,2024-03-19,2024,3,19,245,265,19,19,0.63,205,Very Poor,41
Mumbai,2024-03-20,2024,3,20,202,284,34,18,1.32,193,Poor,39
Mumbai,2024-03-21,2024,3,21,133,164,39,24,0.66,123,Poor,25
Mumbai,2024-03-22,2024,3,22,193,223,41,34,2.21,171,Poor,34
Mumbai,2024-03-23,2024,3,23,287,401,56,22,1.74,275,Very Poor,55
Mumbai,2024-03-24,2024,3,24,168,185,55,11,0.78,150,Poor,30
Mumbai,2024-03-25,2024,3,25,243,327,31,29,2.37,225,Very Poor,45
Mumbai,2024-03-26,2024,3,26,288,379,11,33,1.84,259,Very Poor,52
Mumbai,2024-03-27,2024,3,27,69,173,88,27,2.17,104,Poor,21
Mumbai,2024-03-28,2024,3,28,297,349,46,37,1.47,262,Very Poor,52
Mumbai,2024-03-29,2024,3,29,210,238,32,33,0.6,182,Poor,36
Mumbai,2024-03-30,2024,3,30,127,161,17,20,2.1,115,Poor,23
Mumbai,2024-03-31,2024,3,31,280,292,74,8,0.61,242,Very Poor,48
Mumbai,2024-04-01,2024,4,1,243,316,19,25,1.94,220,Very Poor,44
Mumbai,2024-04-02,2024,4,2,250,350,36,6,1.15,237,Very Poor,47
Mumbai,2024-04-03,2024,4,3,32,50,45,26,2.18,40,Good,8
Mumbai,2024-04-04,2024,4,4,73,94,87,18,1.97,82,Moderate,16
Mumbai,2024-04-05,2024,4,5,39,123,25,35,1.04,61,Moderate,12
Mumbai,2024-04-06,2024,4,6,230,340,67,8,1.21,230,Very Poor,46
Mumbai,2024-04-07,2024,4,7,151,180,19,28,0.86,133,Poor,27
Mumbai,2024-04-08,2024,4,8,173,219,63,25,0.46,164,Poor,33
Mumbai,2024-04-09,2024,4,9,279,348,66,24,1.24,257,Very Poor,51
Mumbai,2024-04-10,2024,4,10,90,103,23,7,0.54,80,Moderate,16
Mumbai,2024-04-11,2024,4,11,205,269,13,28,1.82,185,Poor,37
Mumbai,2024-04-12,2024,4,12,101,129,40,23,1.45,97,Moderate,19
Mumbai,2024-04-13,2024,4,13,230,261,33,16,2.05,199,Poor,40
Mumbai,2024-04-14,2024,4,14,136,176,73,23,1.32,135,Poor,27
Mumbai,2024-04-15,2024,4,15,247,350,64,37,0.59,241,Very Poor,48
Mumbai,2024-04-16,2024,4,16,135,236,56,15,1.94,149,Poor,30
Mumbai,2024-04-17,2024,4,17,137,191,42,21,1.74,134,Poor,27
Mumbai,2024-04-18,2024,4,18,167,223,24,10,2.48,155,Poor,31
Mumbai,2024-04-19,2024,4,19,143,227,18,30,1.63,143,Poor,29
Mumbai,2024-04-20,2024,4,20,80,99,59,7,0.46,81,Moderate,16
Mumbai,2024-04-21,2024,4,21,132,235,79,21,2.35,152,Poor,30
Mumbai,2024-04-22,2024,4,22,70,98,51,39,1.3,74,Moderate,15
Mumbai,2024-04-23,2024,4,23,88,190,73,24,2.09,115,Poor,23
Mumbai,2024-04-24,2024,4,24,93,166,14,10,1.73,99,Moderate,20
Mumbai,2024-04-25,2024,4,25,145,257,48,39,1.32,159,Poor,32
Mumbai,2024-04-26,2024,4,26,119,198,50,35,2.34,128,Poor,26
Mumbai,2024-04-27,2024,4,27,55,149,39,28,0.52,79,Moderate,16
Mumbai,2024-04-28,2024,4,28,239,255,44,32,2.05,204,Very Poor,41
Mumbai,2024-04-29,2024,4,29,201,305,86,10,0.54,209,Very Poor,42
Mumbai,2024-04-30,2024,4,30,247,312,66,25,1.52,230,Very Poor,46
Mumbai,2024-05-01,2024,5,1,26,105,24,22,1.94,49,Good,10
Mumbai,2024-05-02,2024,5,2,222,251,24,11,1.23,191,Poor,38
Mumbai,2024-05-03,2024,5,3,173,290,23,25,0.94,178,Poor,36
Mumbai,2024-05-04,2024,5,4,150,246,46,28,1.11,158,Poor,32
Mumbai,2024-05-05,2024,5,5,180,239,77,11,1.84,177,Poor,35
Mumbai,2024-05-06,2024,5,6,100,133,70,38,1.25,103,Poor,21
Mumbai,2024-05-07,2024,5,7,62,112,48,26,1.55,74,Moderate,15
Mumbai,2024-05-08,2024,5,8,117,196,79,38,1.42,133,Poor,27
Mumbai,2024-05-09,2024,5,9,24,35,31,6,0.6,28,Good,6
Mumbai,2024-05-10,2024,5,10,163,223,48,26,1.01,157,Poor,31
Mumbai,2024-05-11,2024,5,11,78,97,73,36,0.94,82,Moderate,16
Mumbai,2024-05-12,2024,5,12,39,74,77,26,0.44,57,Moderate,11
Mumbai,2024-05-13,2024,5,13,251,345,88,26,0.74,246,Very Poor,49
Mumbai,2024-05-14,2024,5,14,289,325,49,32,2.02,251,Very Poor,50
Mumbai,2024-05-15,2024,5,15,85,119,12,12,0.99,80,Moderate,16
Mumbai,2024-05-16,2024,5,16,61,169,15,27,2.13,84,Moderate,17
Mumbai,2024-05-17,2024,5,17,197,249,28,9,2.43,178,Poor,36
Mumbai,2024-05-18,2024,5,18,287,370,17,28,1.15,257,Very Poor,51
Mumbai,2024-05-19,2024,5,19,183,293,81,13,1.23,195,Poor,39
Mumbai,2024-05-20,2024,5,20,257,370,51,24,1.57,249,Very Poor,50
Mumbai,2024-05-21,2024,5,21,282,371,12,7,2.28,254,Very Poor,51
Mumbai,2024-05-22,2024,5,22,59,170,42,32,0.82,88,Moderate,18
Mumbai,2024-05-23,2024,5,23,27,137,41,8,2.08,62,Moderate,12
Mumbai,2024-05-24,2024,5,24,265,293,41,13,2.09,228,Very Poor,46
Mumbai,2024-05-25,2024,5,25,35,45,72,25,1.92,45,Good,9
Mumbai,2024-05-26,2024,5,26,181,194,37,35,1.78,156,Poor,31
Mumbai,2024-05-27,2024,5,27,147,183,78,29,0.6,144,Poor,29
Mumbai,2024-05-28,2024,5,28,215,249,29,38,0.84,188,Poor,38
Mumbai,2024-05-29,2024,5,29,152,260,70,32,2.2,168,Poor,34
Mumbai,2024-05-30,2024,5,30,153,245,69,15,2.29,163,Poor,33
Mumbai,2024-05-31,2024,5,31,232,329,12,16,1.1,217,Very Poor,43
Mumbai,2024-06-01,2024,6,1,296,333,71,37,0.9,262,Very Poor,52
Mumbai,2024-06-02,2024,6,2,199,242,50,22,1.97,182,Poor,36
Mumbai,2024-06-03,2024,6,3,298,355,31,21,2.17,261,Very Poor,52
Mumbai,2024-06-04,2024,6,4,158,261,24,31,1.73,162,Poor,32
Mumbai,2024-06-05,2024,6,5,231,256,43,6,1.06,200,Poor,40
Mumbai,2024-06-06,2024,6,6,267,304,56,10,2.2,235,Very Poor,47
Mumbai,2024-06-07,2024,6,7,143,153,81,27,0.56,133,Poor,27
Mumbai,2024-06-08,2024,6,8,86,99,67,29,0.85,86,Moderate,17
Mumbai,2024-06-09,2024,6,9,162,234,30,39,2,157,Poor,31
Mumbai,2024-06-10,2024,6,10,161,270,85,21,2.01,178,Poor,36
Mumbai,2024-06-11,2024,6,11,271,357,88,22,1.77,260,Very Poor,52
Mumbai,2024-06-12,2024,6,12,153,253,32,31,1.22,158,Poor,32
Mumbai,2024-06-13,2024,6,13,65,112,23,12,0.67,70,Moderate,14
Mumbai,2024-06-14,2024,6,14,166,205,87,24,0.44,161,Poor,32
Mumbai,2024-06-15,2024,6,15,289,324,31,23,2.44,247,Very Poor,49
Mumbai,2024-06-16,2024,6,16,294,376,37,24,2.46,267,Very Poor,53
Mumbai,2024-06-17,2024,6,17,225,297,82,23,2.23,218,Very Poor,44
Mumbai,2024-06-18,2024,6,18,139,186,62,21,0.91,137,Poor,27
Mumbai,2024-06-19,2024,6,19,180,241,23,15,0.56,166,Poor,33
Mumbai,2024-06-20,2024,6,20,241,291,77,8,2.24,223,Very Poor,45
Mumbai,2024-06-21,2024,6,21,21,135,50,20,0.9,61,Moderate,12
Mumbai,2024-06-22,2024,6,22,177,198,44,15,2.49,156,Poor,31
Mumbai,2024-06-23,2024,6,23,69,163,30,9,0.93,89,Moderate,18
Mumbai,2024-06-24,2024,6,24,191,233,82,13,1.81,181,Poor,36
Mumbai,2024-06-25,2024,6,25,235,340,74,12,1.49,234,Very Poor,47
Mumbai,2024-06-26,2024,6,26,95,150,56,19,1.66,103,Poor,21
Mumbai,2024-06-27,2024,6,27,45,106,31,25,1.73,60,Moderate,12
Mumbai,2024-06-28,2024,6,28,295,333,60,8,1.82,259,Very Poor,52
Mumbai,2024-06-29,2024,6,29,47,60,31,16,1.42,47,Good,9
Mumbai,2024-06-30,2024,6,30,213,310,43,31,1.96,208,Very Poor,42
Mumbai,2024-07-01,2024,7,1,276,357,47,10,2.27,254,Very Poor,51
Mumbai,2024-07-02,2024,7,2,229,255,70,16,1.67,205,Very Poor,41
Mumbai,2024-07-03,2024,7,3,155,247,74,33,1.39,166,Poor,33
Mumbai,2024-07-04,2024,7,4,161,205,57,24,0.83,153,Poor,31
Mumbai,2024-07-05,2024,7,5,160,230,58,12,0.48,160,Poor,32
Mumbai,2024-07-06,2024,7,6,109,157,58,13,2.12,113,Poor,23
Mumbai,2024-07-07,2024,7,7,60,86,30,17,1.82,61,Moderate,12
Mumbai,2024-07-08,2024,7,8,166,186,86,5,1.22,156,Poor,31
Mumbai,2024-07-09,2024,7,9,38,123,81,12,1.81,72,Moderate,14
Mumbai,2024-07-10,2024,7,10,128,149,70,37,2.13,122,Poor,24
Mumbai,2024-07-11,2024,7,11,122,223,78,12,2.21,143,Poor,29
Mumbai,2024-07-12,2024,7,12,193,289,39,27,0.49,191,Poor,38
Mumbai,2024-07-13,2024,7,13,165,240,77,34,2.08,169,Poor,34
Mumbai,2024-07-14,2024,7,14,101,211,28,32,1.55,119,Poor,24
Mumbai,2024-07-15,2024,7,15,132,238,85,19,1.97,154,Poor,31
Mumbai,2024-07-16,2024,7,16,277,349,38,14,1.16,250,Very Poor,50
Mumbai,2024-07-17,2024,7,17,285,308,60,13,1.69,246,Very Poor,49
Mumbai,2024-07-18,2024,7,18,47,59,79,31,1.96,57,Moderate,11
Mumbai,2024-07-19,2024,7,19,112,159,12,20,2.48,106,Poor,21
Mumbai,2024-07-20,2024,7,20,277,367,50,16,1.02,258,Very Poor,52
Mumbai,2024-07-21,2024,7,21,232,303,58,35,1.38,218,Very Poor,44
Mumbai,2024-07-22,2024,7,22,296,359,27,39,0.56,261,Very Poor,52
Mumbai,2024-07-23,2024,7,23,92,154,39,38,1.21,99,Moderate,20
Mumbai,2024-07-24,2024,7,24,214,251,53,19,1.99,192,Poor,38
Mumbai,2024-07-25,2024,7,25,42,155,84,36,1.18,84,Moderate,17
Mumbai,2024-07-26,2024,7,26,137,246,42,28,1.19,150,Poor,30
Mumbai,2024-07-27,2024,7,27,175,221,16,8,0.49,157,Poor,31
Mumbai,2024-07-28,2024,7,28,212,268,29,23,0.45,192,Poor,38
Mumbai,2024-07-29,2024,7,29,145,165,58,9,1.52,133,Poor,27
Mumbai,2024-07-30,2024,7,30,195,260,85,5,0.62,192,Poor,38
Mumbai,2024-07-31,2024,7,31,132,250,59,9,0.88,152,Poor,30
Mumbai,2024-08-01,2024,8,1,86,170,54,8,0.61,104,Poor,21
Mumbai,2024-08-02,2024,8,2,253,313,59,10,1.99,232,Very Poor,46
Mumbai,2024-08-03,2024,8,3,264,303,51,39,2.27,233,Very Poor,47
Mumbai,2024-08-04,2024,8,4,215,242,82,33,1.01,196,Poor,39
Mumbai,2024-08-05,2024,8,5,145,171,31,8,2.46,130,Poor,26
Mumbai,2024-08-06,2024,8,6,181,299,62,27,1.32,192,Poor,38
Mumbai,2024-08-07,2024,8,7,61,168,41,25,1.12,89,Moderate,18
Mumbai,2024-08-08,2024,8,8,40,93,20,8,1.13,51,Moderate,10
Mumbai,2024-08-09,2024,8,9,111,183,33,39,0.72,117,Poor,23
Mumbai,2024-08-10,2024,8,10,158,267,60,21,1.94,171,Poor,34
Mumbai,2024-08-11,2024,8,11,123,218,33,23,0.82,133,Poor,27
Mumbai,2024-08-12,2024,8,12,27,64,14,21,1.89,35,Good,7
Mumbai,2024-08-13,2024,8,13,166,239,20,16,0.48,158,Poor,32
Mumbai,2024-08-14,2024,8,14,265,285,14,21,1.83,220,Very Poor,44
Mumbai,2024-08-15,2024,8,15,65,86,79,21,2.39,74,Moderate,15
Mumbai,2024-08-16,2024,8,16,173,230,61,36,1.43,167,Poor,33
Mumbai,2024-08-17,2024,8,17,202,311,84,37,1.58,211,Very Poor,42
Mumbai,2024-08-18,2024,8,18,222,295,60,18,1.36,211,Very Poor,42
Mumbai,2024-08-19,2024,8,19,111,171,56,8,2.09,118,Poor,24
Mumbai,2024-08-20,2024,8,20,182,239,82,12,2.19,179,Poor,36
Mumbai,2024-08-21,2024,8,21,244,349,81,23,1.05,242,Very Poor,48
Mumbai,2024-08-22,2024,8,22,32,88,70,35,1.94,56,Moderate,11
Mumbai,2024-08-23,2024,8,23,133,238,31,33,0.46,144,Poor,29
Mumbai,2024-08-24,2024,8,24,73,92,51,25,1.15,74,Moderate,15
Mumbai,2024-08-25,2024,8,25,213,263,33,39,0.84,191,Poor,38
Mumbai,2024-08-26,2024,8,26,76,179,56,39,2.5,102,Poor,20
Mumbai,2024-08-27,2024,8,27,283,318,80,34,0.43,252,Very Poor,50
Mumbai,2024-08-28,2024,8,28,84,129,34,5,0.54,87,Moderate,17
Mumbai,2024-08-29,2024,8,29,160,273,17,9,2.13,165,Poor,33
Mumbai,2024-08-30,2024,8,30,220,230,45,39,1.69,188,Poor,38
Mumbai,2024-08-31,2024,8,31,123,155,18,38,0.56,111,Poor,22
Mumbai,2024-09-01,2024,9,1,279,318,84,39,1.55,251,Very Poor,50
Mumbai,2024-09-02,2024,9,2,207,293,54,36,0.55,202,Very Poor,40
Mumbai,2024-09-03,2024,9,3,80,172,25,6,0.56,96,Moderate,19
Mumbai,2024-09-04,2024,9,4,181,296,25,6,0.55,184,Poor,37
Mumbai,2024-09-05,2024,9,5,32,97,40,38,0.99,53,Moderate,11
Mumbai,2024-09-06,2024,9,6,234,321,64,31,0.45,226,Very Poor,45
Mumbai,2024-09-07,2024,9,7,250,312,48,5,1.55,228,Very Poor,46
Mumbai,2024-09-08,2024,9,8,177,239,22,25,0.85,164,Poor,33
Mumbai,2024-09-09,2024,9,9,294,360,34,26,0.79,261,Very Poor,52
Mumbai,2024-09-10,2024,9,10,202,234,41,14,1.63,179,Poor,36
Mumbai,2024-09-11,2024,9,11,73,134,29,36,1.51,82,Moderate,16
Mumbai,2024-09-12,2024,9,12,197,234,62,28,1.01,181,Poor,36
Mumbai,2024-09-13,2024,9,13,49,121,13,17,2.33,63,Moderate,13
Mumbai,2024-09-14,2024,9,14,283,374,21,35,1,257,Very Poor,51
Mumbai,2024-09-15,2024,9,15,267,374,84,16,1.25,262,Very Poor,52
Mumbai,2024-09-16,2024,9,16,260,362,35,22,0.98,245,Very Poor,49
Mumbai,2024-09-17,2024,9,17,228,324,59,12,0.41,223,Very Poor,45
Mumbai,2024-09-18,2024,9,18,176,213,20,5,0.67,155,Poor,31
Mumbai,2024-09-19,2024,9,19,156,192,43,8,2.06,144,Poor,29
Mumbai,2024-09-20,2024,9,20,160,252,58,10,1.19,167,Poor,33
Mumbai,2024-09-21,2024,9,21,198,244,26,27,1.44,177,Poor,35
Mumbai,2024-09-22,2024,9,22,236,300,19,27,0.93,211,Very Poor,42
Mumbai,2024-09-23,2024,9,23,254,276,42,28,2,218,Very Poor,44
Mumbai,2024-09-24,2024,9,24,292,369,56,29,1.03,267,Very Poor,53
Mumbai,2024-09-25,2024,9,25,40,133,21,21,1.16,64,Moderate,13
Mumbai,2024-09-26,2024,9,26,47,97,56,22,1.73,63,Moderate,13
Mumbai,2024-09-27,2024,9,27,246,363,80,17,1.27,247,Very Poor,49
Mumbai,2024-09-28,2024,9,28,119,159,11,20,1.18,109,Poor,22
Mumbai,2024-09-29,2024,9,29,185,269,63,26,0.85,185,Poor,37
Mumbai,2024-09-30,2024,9,30,128,224,54,38,1.23,142,Poor,28
Mumbai,2024-10-01,2024,10,1,283,299,45,22,1.95,240,Very Poor,48
Mumbai,2024-10-02,2024,10,2,168,205,63,5,2.27,158,Poor,32
Mumbai,2024-10-03,2024,10,3,271,387,22,14,1.54,256,Very Poor,51
Mumbai,2024-10-04,2024,10,4,72,155,55,17,1.2,93,Moderate,19
Mumbai,2024-10-05,2024,10,5,299,310,23,14,0.47,247,Very Poor,49
Mumbai,2024-10-06,2024,10,6,130,241,26,16,1.65,142,Poor,28
Mumbai,2024-10-07,2024,10,7,43,81,52,29,2.42,56,Moderate,11
Mumbai,2024-10-08,2024,10,8,207,306,74,24,1.36,210,Very Poor,42
Mumbai,2024-10-09,2024,10,9,291,347,67,16,0.66,263,Very Poor,53
Mumbai,2024-10-10,2024,10,10,200,251,68,34,1.17,188,Poor,38
Mumbai,2024-10-11,2024,10,11,153,169,34,37,1.95,134,Poor,27
Mumbai,2024-10-12,2024,10,12,26,92,21,20,1.59,44,Good,9
Mumbai,2024-10-13,2024,10,13,154,263,60,13,1.55,167,Poor,33
Mumbai,2024-10-14,2024,10,14,283,389,81,26,0.72,274,Very Poor,55
Mumbai,2024-10-15,2024,10,15,123,199,38,33,0.92,128,Poor,26
Mumbai,2024-10-16,2024,10,16,224,312,53,30,1.62,216,Very Poor,43
Mumbai,2024-10-17,2024,10,17,123,141,14,36,1.77,106,Poor,21
Mumbai,2024-10-18,2024,10,18,162,203,37,26,1.17,149,Poor,30
Mumbai,2024-10-19,2024,10,19,78,177,80,30,2.18,108,Poor,22
Mumbai,2024-10-20,2024,10,20,286,372,62,12,1.74,267,Very Poor,53
Mumbai,2024-10-21,2024,10,21,68,124,61,28,1.92,83,Moderate,17
Mumbai,2024-10-22,2024,10,22,76,132,40,30,0.71,85,Moderate,17
Mumbai,2024-10-23,2024,10,23,24,117,61,15,0.49,59,Moderate,12
Mumbai,2024-10-24,2024,10,24,180,239,47,31,2,171,Poor,34
Mumbai,2024-10-25,2024,10,25,243,313,30,9,1.7,221,Very Poor,44
Mumbai,2024-10-26,2024,10,26,81,176,71,22,1.55,107,Poor,21
Mumbai,2024-10-27,2024,10,27,242,345,12,34,2.21,226,Very Poor,45
Mumbai,2024-10-28,2024,10,28,27,80,42,21,2.46,45,Good,9
Mumbai,2024-10-29,2024,10,29,69,89,37,10,0.63,68,Moderate,14
Mumbai,2024-10-30,2024,10,30,87,195,57,30,1.5,113,Poor,23
Mumbai,2024-10-31,2024,10,31,158,268,27,23,0.77,164,Poor,33
Mumbai,2024-11-01,2024,11,1,173,188,13,33,2.31,145,Poor,29
Mumbai,2024-11-02,2024,11,2,292,408,52,20,2.45,278,Very Poor,56
Mumbai,2024-11-03,2024,11,3,266,283,22,12,2.02,222,Very Poor,44
Mumbai,2024-11-04,2024,11,4,113,187,52,21,0.74,123,Poor,25
Mumbai,2024-11-05,2024,11,5,107,202,53,13,2.15,124,Poor,25
Mumbai,2024-11-06,2024,11,6,55,165,37,25,0.87,84,Moderate,17
Mumbai,2024-11-07,2024,11,7,271,384,75,12,2.1,265,Very Poor,53
Mumbai,2024-11-08,2024,11,8,297,407,36,33,1.41,277,Very Poor,55
Mumbai,2024-11-09,2024,11,9,160,214,19,13,0.72,148,Poor,30
Mumbai,2024-11-10,2024,11,10,266,302,43,5,0.49,232,Very Poor,46
Mumbai,2024-11-11,2024,11,11,112,192,76,24,0.59,128,Poor,26
Mumbai,2024-11-12,2024,11,12,113,157,87,21,2.05,121,Poor,24
Mumbai,2024-11-13,2024,11,13,135,237,62,31,1.27,151,Poor,30
Mumbai,2024-11-14,2024,11,14,133,143,67,30,2.33,122,Poor,24
Mumbai,2024-11-15,2024,11,15,135,231,19,15,1.98,140,Poor,28
Mumbai,2024-11-16,2024,11,16,212,238,31,38,1.83,183,Poor,37
Mumbai,2024-11-17,2024,11,17,240,317,78,15,1.58,230,Very Poor,46
Mumbai,2024-11-18,2024,11,18,168,276,85,30,2.16,183,Poor,37
Mumbai,2024-11-19,2024,11,19,128,197,80,11,2.18,139,Poor,28
Mumbai,2024-11-20,2024,11,20,152,182,87,8,2.13,148,Poor,30
Mumbai,2024-11-21,2024,11,21,103,127,17,23,1.65,93,Moderate,19
Mumbai,2024-11-22,2024,11,22,65,102,77,19,2.25,78,Moderate,16
